text@gia1988f	@gia1988f	436.856	439.816	Эээ да / я начала учиться варить варенье //
text@gia1988f	@gia1988f	440.601	442.641	вот / я никогда не варила варенье думала что это
text@gia1988f	@gia1988f	444.11	445.05	Обожаю готовить /
text@gia1988f	@gia1988f	445.645	446.79	Реально люблю готовить /
text@gia1988f	@gia1988f	447.182	454.15	Вкусно готовлю / вкусно готовлю // Но поскольку я стала / вегетарианцем / эээ то приходится готовить только одни
text@gia1988f	@gia1988f	454.782	456.15	Да парень подсадил //
text@gia1988f	@gia1988f	457.075	457.362	мгм //
text@gia1988f	@gia1988f	459.172	459.402	да //
text@gia1988f	@gia1988f	460.402	460.822	C этим //
text@gia1988f	@gia1988f	462.607	463.93	В смысле? #смеется#
text@gia1988f	@gia1988f	467.772	468.812	Ну //
text@gia1988f	@gia1988f	483.16	485.135	Ну ну да да поел банку
text@gia1988f	@gia1988f	486.16	486.69	Да // Сейчас
text@gia1988f	@gia1988f	487.691	490.68	Эээ ну я ем яйца / я не совсем вегетарианец да? //
text@gia1988f	@gia1988f	492.225	495.725	Нормально // #смеется# Московский вегетарианец московский //
text@gia1988f	@gia1988f	504.937	507.462	Это ты? / #смеется# по ночам? //
text@gia1988f	@gia1988f	517.424	518.287	Отрезало просто? //
text@gia1988f	@gia1988f	529.31	533.687	#нрзб# хинкали ссс ладно //
text@gia1988f	@gia1988f	537.75	539.412	И не посидишь да // #смеется#
text@gia1988f	@gia1988f	542.157	542.85	#нрзб#
text@gia1988f	@gia1988f	543.712	545.225	Вот / я решила варить варенье / да //
text@gia1988f	@gia1988f	545.925	552.087	Из / вот первое варенье сварила из яблок и из кожуры от арбуза / Да / я нашла арбуз! //
text@gia1988f	@gia1988f	554.612	556.687	Съела / да / и из кожуры сделала варенье //
text@gia1988f	@gia1988f	558.075	571.112	Ну в общем пришёл ко мне гость и я решила / гостя угостить вареньем / а поскольку оно стояло в духовке / там специально как-то оно в общем / я решила открыть первое свое варенье сказала я только что приготовила варенье // Открыв его
text@gia1988f	@gia1988f	577.649	587.462	Мне казалось что она взорвется / реально / и в общем ээ эта пенистая / коричневая жижа пошла из-под крышки / он на меня посмотрел и такой говорит может сухариков? //
text@gia1988f	@gia1988f	590.05	593.6	А это оказывается такой п... п... процесс можно в духовке делать в банке //
text@gia1988f	@gia1988f	595.475	595.912	Прикинь //
text@gia1988f	@gia1988f	599.412	600.587	Я что-то пропустила да? //
text@gia1988f	@gia1988f	603.2	604.48	Какая-то фаза да? /Должна быть //
text@gia1988f	@gia1988f	614.7	615.159	#нрзб#
text@gia1988f	@gia1988f	616.4	619.412	Не получилось ну ничего да мгм / тьфу #плюет# / плюю на него //
text@gia1988f	@gia1988f	643.15	650.45	Самое странное я ела это / мы м находили перья от голубей / вот / поджигали их / э //
text@gia1988f	@gia1988f	651.862	653.375	Абсолютно все / да //
text@gia1988f	@gia1988f	654.118	654.393	#нрзб#
text@gia1988f	@gia1988f	654.925	655.7	Голубятники //
text@gia1988f	@gia1988f	655.98	668.0	Дети / да / мы были детьми и находили перья / аа поджигали их ааа оно становилось просто такой палочкой как бенгальский огонек и мы / съедали // голубиные перья //
text@gia1988f	@gia1988f	672.375	673.35	В Мариуполе //
text@gia1988f	@gia1988f	674.15	674.425	Да //
text@gia1988f	@gia1988f	675.437	676.625	И улиток ели ещё // 
text@gia1988f	@gia1988f	681.162	683.225	Улиток да мм ребята #одновременно# //
text@gia1988f	@gia1988f	685.575	687.325	Да / в консервной баночке так раз //
text@gia1988f	@gia1988f	690.225	691.725	Это очень экстравагантно //
text@gia1988f	@gia1988f	718.612	724.3	Эээ я им вообще сказала что я побреюсь у них там но я побрилась / для русского VOGUE / в итоге //
text@gia1988f	@gia1988f	732.062	732.312	Да //
text@gia1988f	@gia1988f	732.787	736.825	Ну / это было интересно но в итоге они меня не напечатали // Вань //
text@gia1988f	@gia1988f	739.475	742.012	Представляешь? / Это интернет издание //
text@gia1988f	@gia1988f	743.025	744.7	Одну меня не напечатали //
text@gia1988f	@gia1988f	749.512	753.625	Нет все вообще со всего мира там было двенадцать э актрис ээм //
text@gia1988f	@gia1988f	757.037	759.025	Нет / просто их было одиннадцать //
text@gia1988f	@gia1988f	760.975	761.325	Да //
text@gia1988f	@gia1988f	762.225	764.637	Из / и меня не вз... Нет / а я была одна из России //
text@gia1988f	@gia1988f	766.775	775.112	Два дня была там представляешь интервью брали / в... вот да // в Лондон... Да / я чувствовала себя / я чувствовала себя / особенно после //
words@gia1988f	@gia1988f	436.856	437.152	Эээ
words@gia1988f	@gia1988f	437.152	437.448	да
words@gia1988f	@gia1988f	437.448	437.744	/
words@gia1988f	@gia1988f	437.744	438.04	я
words@gia1988f	@gia1988f	438.04	438.336	начала
words@gia1988f	@gia1988f	438.336	438.632	учиться
words@gia1988f	@gia1988f	438.632	438.928	варить
words@gia1988f	@gia1988f	438.928	439.224	варенье
words@gia1988f	@gia1988f	439.224	439.52	/
words@gia1988f	@gia1988f	439.52	439.816	/
words@gia1988f	@gia1988f	440.601	440.805	вот
words@gia1988f	@gia1988f	440.805	441.009	/
words@gia1988f	@gia1988f	441.009	441.213	я
words@gia1988f	@gia1988f	441.213	441.417	никогда
words@gia1988f	@gia1988f	441.417	441.621	не
words@gia1988f	@gia1988f	441.621	441.825	варила
words@gia1988f	@gia1988f	441.825	442.029	варенье
words@gia1988f	@gia1988f	442.029	442.233	думала
words@gia1988f	@gia1988f	442.233	442.437	что
words@gia1988f	@gia1988f	442.437	442.641	это
words@gia1988f	@gia1988f	444.11	444.423	Обожаю
words@gia1988f	@gia1988f	444.423	444.736	готовить
words@gia1988f	@gia1988f	444.736	445.05	/
words@gia1988f	@gia1988f	445.645	445.931	Реально
words@gia1988f	@gia1988f	445.931	446.217	люблю
words@gia1988f	@gia1988f	446.217	446.503	готовить
words@gia1988f	@gia1988f	446.503	446.79	/
words@gia1988f	@gia1988f	447.182	447.53	Вкусно
words@gia1988f	@gia1988f	447.53	447.878	готовлю
words@gia1988f	@gia1988f	447.878	448.226	/
words@gia1988f	@gia1988f	448.226	448.574	вкусно
words@gia1988f	@gia1988f	448.574	448.922	готовлю
words@gia1988f	@gia1988f	448.922	449.27	/
words@gia1988f	@gia1988f	449.27	449.618	/
words@gia1988f	@gia1988f	449.618	449.966	Но
words@gia1988f	@gia1988f	449.966	450.314	поскольку
words@gia1988f	@gia1988f	450.314	450.662	я
words@gia1988f	@gia1988f	450.662	451.01	стала
words@gia1988f	@gia1988f	451.01	451.358	/
words@gia1988f	@gia1988f	451.358	451.706	вегетарианцем
words@gia1988f	@gia1988f	451.706	452.054	/
words@gia1988f	@gia1988f	452.054	452.402	эээ
words@gia1988f	@gia1988f	452.402	452.75	то
words@gia1988f	@gia1988f	452.75	453.098	приходится
words@gia1988f	@gia1988f	453.098	453.446	готовить
words@gia1988f	@gia1988f	453.446	453.794	только
words@gia1988f	@gia1988f	453.794	454.15	одни
words@gia1988f	@gia1988f	454.782	455.055	Да
words@gia1988f	@gia1988f	455.055	455.328	парень
words@gia1988f	@gia1988f	455.328	455.601	подсадил
words@gia1988f	@gia1988f	455.601	455.874	/
words@gia1988f	@gia1988f	455.874	456.15	/
words@gia1988f	@gia1988f	457.075	457.17	мгм
words@gia1988f	@gia1988f	457.17	457.265	/
words@gia1988f	@gia1988f	457.265	457.362	/
words@gia1988f	@gia1988f	459.172	459.248	да
words@gia1988f	@gia1988f	459.248	459.324	/
words@gia1988f	@gia1988f	459.324	459.402	/
words@gia1988f	@gia1988f	460.402	460.507	C
words@gia1988f	@gia1988f	460.507	460.612	этим
words@gia1988f	@gia1988f	460.612	460.717	/
words@gia1988f	@gia1988f	460.717	460.822	/
words@gia1988f	@gia1988f	462.607	462.937	В
words@gia1988f	@gia1988f	462.937	463.267	смысле
words@gia1988f	@gia1988f	463.267	463.597	?
words@gia1988f	@gia1988f	463.597	463.93	#смеется#
words@gia1988f	@gia1988f	467.772	468.118	Ну
words@gia1988f	@gia1988f	468.118	468.464	/
words@gia1988f	@gia1988f	468.464	468.812	/
words@gia1988f	@gia1988f	483.16	483.489	Ну
words@gia1988f	@gia1988f	483.489	483.818	ну
words@gia1988f	@gia1988f	483.818	484.147	да
words@gia1988f	@gia1988f	484.147	484.476	да
words@gia1988f	@gia1988f	484.476	484.805	поел
words@gia1988f	@gia1988f	484.805	485.135	банку
words@gia1988f	@gia1988f	486.16	486.292	Да
words@gia1988f	@gia1988f	486.292	486.424	/
words@gia1988f	@gia1988f	486.424	486.556	/
words@gia1988f	@gia1988f	486.556	486.69	Сейчас
words@gia1988f	@gia1988f	487.691	487.904	Эээ
words@gia1988f	@gia1988f	487.904	488.117	ну
words@gia1988f	@gia1988f	488.117	488.33	я
words@gia1988f	@gia1988f	488.33	488.543	ем
words@gia1988f	@gia1988f	488.543	488.756	яйца
words@gia1988f	@gia1988f	488.756	488.969	/
words@gia1988f	@gia1988f	488.969	489.182	я
words@gia1988f	@gia1988f	489.182	489.395	не
words@gia1988f	@gia1988f	489.395	489.608	совсем
words@gia1988f	@gia1988f	489.608	489.821	вегетарианец
words@gia1988f	@gia1988f	489.821	490.034	да
words@gia1988f	@gia1988f	490.034	490.247	?
words@gia1988f	@gia1988f	490.247	490.46	/
words@gia1988f	@gia1988f	490.46	490.68	/
words@gia1988f	@gia1988f	492.225	492.613	Нормально
words@gia1988f	@gia1988f	492.613	493.001	/
words@gia1988f	@gia1988f	493.001	493.389	/
words@gia1988f	@gia1988f	493.389	493.777	#смеется#
words@gia1988f	@gia1988f	493.777	494.165	Московский
words@gia1988f	@gia1988f	494.165	494.553	вегетарианец
words@gia1988f	@gia1988f	494.553	494.941	московский
words@gia1988f	@gia1988f	494.941	495.329	/
words@gia1988f	@gia1988f	495.329	495.725	/
words@gia1988f	@gia1988f	504.937	505.189	Это
words@gia1988f	@gia1988f	505.189	505.441	ты
words@gia1988f	@gia1988f	505.441	505.693	?
words@gia1988f	@gia1988f	505.693	505.945	/
words@gia1988f	@gia1988f	505.945	506.197	#смеется#
words@gia1988f	@gia1988f	506.197	506.449	по
words@gia1988f	@gia1988f	506.449	506.701	ночам
words@gia1988f	@gia1988f	506.701	506.953	?
words@gia1988f	@gia1988f	506.953	507.205	/
words@gia1988f	@gia1988f	507.205	507.462	/
words@gia1988f	@gia1988f	517.424	517.596	Отрезало
words@gia1988f	@gia1988f	517.596	517.768	просто
words@gia1988f	@gia1988f	517.768	517.94	?
words@gia1988f	@gia1988f	517.94	518.112	/
words@gia1988f	@gia1988f	518.112	518.287	/
words@gia1988f	@gia1988f	529.31	530.039	#нрзб#
words@gia1988f	@gia1988f	530.039	530.768	хинкали
words@gia1988f	@gia1988f	530.768	531.497	ссс
words@gia1988f	@gia1988f	531.497	532.226	ладно
words@gia1988f	@gia1988f	532.226	532.955	/
words@gia1988f	@gia1988f	532.955	533.687	/
words@gia1988f	@gia1988f	537.75	537.987	И
words@gia1988f	@gia1988f	537.987	538.224	не
words@gia1988f	@gia1988f	538.224	538.461	посидишь
words@gia1988f	@gia1988f	538.461	538.698	да
words@gia1988f	@gia1988f	538.698	538.935	/
words@gia1988f	@gia1988f	538.935	539.172	/
words@gia1988f	@gia1988f	539.172	539.412	#смеется#
words@gia1988f	@gia1988f	542.157	542.85	#нрзб#
words@gia1988f	@gia1988f	543.712	543.863	Вот
words@gia1988f	@gia1988f	543.863	544.014	/
words@gia1988f	@gia1988f	544.014	544.165	я
words@gia1988f	@gia1988f	544.165	544.316	решила
words@gia1988f	@gia1988f	544.316	544.467	варить
words@gia1988f	@gia1988f	544.467	544.618	варенье
words@gia1988f	@gia1988f	544.618	544.769	/
words@gia1988f	@gia1988f	544.769	544.92	да
words@gia1988f	@gia1988f	544.92	545.071	/
words@gia1988f	@gia1988f	545.071	545.225	/
words@gia1988f	@gia1988f	545.925	546.205	Из
words@gia1988f	@gia1988f	546.205	546.485	/
words@gia1988f	@gia1988f	546.485	546.765	вот
words@gia1988f	@gia1988f	546.765	547.045	первое
words@gia1988f	@gia1988f	547.045	547.325	варенье
words@gia1988f	@gia1988f	547.325	547.605	сварила
words@gia1988f	@gia1988f	547.605	547.885	из
words@gia1988f	@gia1988f	547.885	548.165	яблок
words@gia1988f	@gia1988f	548.165	548.445	и
words@gia1988f	@gia1988f	548.445	548.725	из
words@gia1988f	@gia1988f	548.725	549.005	кожуры
words@gia1988f	@gia1988f	549.005	549.285	от
words@gia1988f	@gia1988f	549.285	549.565	арбуза
words@gia1988f	@gia1988f	549.565	549.845	/
words@gia1988f	@gia1988f	549.845	550.125	Да
words@gia1988f	@gia1988f	550.125	550.405	/
words@gia1988f	@gia1988f	550.405	550.685	я
words@gia1988f	@gia1988f	550.685	550.965	нашла
words@gia1988f	@gia1988f	550.965	551.245	арбуз
words@gia1988f	@gia1988f	551.245	551.525	!
words@gia1988f	@gia1988f	551.525	551.805	/
words@gia1988f	@gia1988f	551.805	552.087	/
words@gia1988f	@gia1988f	554.612	554.8	Съела
words@gia1988f	@gia1988f	554.8	554.988	/
words@gia1988f	@gia1988f	554.988	555.176	да
words@gia1988f	@gia1988f	555.176	555.364	/
words@gia1988f	@gia1988f	555.364	555.552	и
words@gia1988f	@gia1988f	555.552	555.74	из
words@gia1988f	@gia1988f	555.74	555.928	кожуры
words@gia1988f	@gia1988f	555.928	556.116	сделала
words@gia1988f	@gia1988f	556.116	556.304	варенье
words@gia1988f	@gia1988f	556.304	556.492	/
words@gia1988f	@gia1988f	556.492	556.687	/
words@gia1988f	@gia1988f	558.075	558.364	Ну
words@gia1988f	@gia1988f	558.364	558.653	в
words@gia1988f	@gia1988f	558.653	558.942	общем
words@gia1988f	@gia1988f	558.942	559.231	пришёл
words@gia1988f	@gia1988f	559.231	559.52	ко
words@gia1988f	@gia1988f	559.52	559.809	мне
words@gia1988f	@gia1988f	559.809	560.098	гость
words@gia1988f	@gia1988f	560.098	560.387	и
words@gia1988f	@gia1988f	560.387	560.676	я
words@gia1988f	@gia1988f	560.676	560.965	решила
words@gia1988f	@gia1988f	560.965	561.254	/
words@gia1988f	@gia1988f	561.254	561.543	гостя
words@gia1988f	@gia1988f	561.543	561.832	угостить
words@gia1988f	@gia1988f	561.832	562.121	вареньем
words@gia1988f	@gia1988f	562.121	562.41	/
words@gia1988f	@gia1988f	562.41	562.699	а
words@gia1988f	@gia1988f	562.699	562.988	поскольку
words@gia1988f	@gia1988f	562.988	563.277	оно
words@gia1988f	@gia1988f	563.277	563.566	стояло
words@gia1988f	@gia1988f	563.566	563.855	в
words@gia1988f	@gia1988f	563.855	564.144	духовке
words@gia1988f	@gia1988f	564.144	564.433	/
words@gia1988f	@gia1988f	564.433	564.722	там
words@gia1988f	@gia1988f	564.722	565.011	специально
words@gia1988f	@gia1988f	565.011	565.3	как-то
words@gia1988f	@gia1988f	565.3	565.589	оно
words@gia1988f	@gia1988f	565.589	565.878	в
words@gia1988f	@gia1988f	565.878	566.167	общем
words@gia1988f	@gia1988f	566.167	566.456	/
words@gia1988f	@gia1988f	566.456	566.745	я
words@gia1988f	@gia1988f	566.745	567.034	решила
words@gia1988f	@gia1988f	567.034	567.323	открыть
words@gia1988f	@gia1988f	567.323	567.612	первое
words@gia1988f	@gia1988f	567.612	567.901	свое
words@gia1988f	@gia1988f	567.901	568.19	варенье
words@gia1988f	@gia1988f	568.19	568.479	сказала
words@gia1988f	@gia1988f	568.479	568.768	я
words@gia1988f	@gia1988f	568.768	569.057	только
